Country,Year,Total GHG Emissions Excluding Land-Use Change and Forestry (MtCO2e),Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e),Total CO? Excluding Land-Use Change and Forestry (MtCO2),Total CH4 (MtCO2e),Total N2O (MtCO2e),Total F-Gas (MtCO2e),Energy (MtCO2e),Industrial Processes (MtCO2e),Agriculture (MtCO2e),Waste (MtCO2e),LUCF (MtCO2),Bunker Fuels (MtCO2),Electricity/Heat (MtCO2),Manufacturing/Construction (MtCO2),Transportation (MtCO2),Other Fuel Combustion (MtCO2e),Fugitive Emissions (MtCO2e)
Kiribati,2003,0.0568,0.0577,0.0403,0.014879834,0.001306156,0.000335875,,0.000335875,0.004943805,0.011242185,0.00088,,,,,,0
Kiribati,2004,0.0609,0.0618,0.044,0.015198235,0.001344897,0.000389285,,0.000389285,0.005110398,0.011432734,0.00088,,,,,,0
Kiribati,2005,0.0796,0.0805,0.0623,0.015516636,0.001383639,0.000442695,,0.000442695,0.005276992,0.011623283,0.00088,,,,,,0
Kiribati,2006,0.0872,0.0837,0.0696,0.015684151,0.001396504,0.000514205,,0.000514205,0.005284253,0.011796402,-0.00352,,,,,,0
Kiribati,2007,0.0691,0.0656,0.0513,0.015851666,0.001409369,0.000585715,,0.000585715,0.005291515,0.01196952,-0.00352,,,,,,0
Kiribati,2008,0.0731,0.0695,0.055,0.016019181,0.001422234,0.000657226,,0.000657226,0.005298776,0.012142638,-0.00352,,,,,,0
Kiribati,2009,0.0587,0.0551,0.0403,0.016186695,0.001435099,0.000728736,,0.000728736,0.005306038,0.012315757,-0.00352,,,,,,0
Kiribati,2010,0.0809,0.0774,0.0623,0.01635421,0.001447964,0.000800247,,0.000800247,0.005313299,0.012488875,-0.00352,,,,,,0
Kiribati,2011,0.0782,0.0747,0.0593,0.016474369,0.001453816,0.000935418,,,0.005282913,0.012645272,-0.00352,,,,,,0
Korea (North),1990,156.2078,167.8478,121.9829,21.71529079,12.43941688,0.070212509,133.25931,8.395476509,12.89527147,1.657726167,11.64004,0,15.87,76.82,4.64,23.18322802,12.74608201
Korea (North),1991,148.364,160.004,115.8829,20.76918591,11.64191155,0.070015677,126.3448225,8.387380652,11.94894939,1.682824623,11.64004,0,14.7,72.92,4.12,22.68286713,11.92195534
Korea (North),1992,134.7185,146.4249,103.9812,19.82308103,10.84440621,0.069818844,113.1303349,8.877588795,11.00262731,1.707923078,11.70647,0,13.55,63.01,3.35,22.12250623,11.09782867
Korea (North),1993,125.2247,136.9976,96.2312,18.87697614,10.04690087,0.069622011,104.5558473,8.869492938,10.05630522,1.733021534,11.7729,0,11.29,58.05,3.07,21.87214534,10.27370199
Korea (North),1994,115.7309,127.5702,88.4812,17.93087126,9.249395539,0.069425178,96.00135976,8.861397081,9.10998314,1.758119989,11.83933,0,11.82,51.61,2.06,21.06178444,9.449575319
Korea (North),1995,108.8371,120.7428,83.3312,16.98476637,8.451890204,0.069228345,90.0268722,8.853301224,8.163661057,1.783218445,11.90576,0,11.17,47.2,2.5,20.53142355,8.625448645
Korea (North),1996,99.2712,111.2429,74.2312,16.67093328,8.265358527,0.103785211,80.7815146,8.9040361,7.818771123,1.776923189,11.97166,0,11.18,40.16,2.02,18.88127498,8.540239625
Korea (North),1997,91.4224,103.4591,66.8481,16.35710018,8.07882685,0.138342077,78.20615701,3.971730977,7.47388119,1.770627933,12.03666,0,10.82,39.21,1.12,18.60112641,8.455030605
Korea (North),1998,84.1323,96.237,60.0238,16.04326709,7.892295174,0.172898943,73.10079942,2.128177854,7.128991256,1.764332677,12.10467,0,8.54,36.36,2.1,17.73097783,8.369821584
Korea (North),1999,89.2859,101.4569,65.6432,15.72943399,7.705763497,0.207455809,78.16544182,2.57828873,6.784101322,1.758037421,12.171,0,10.3,39.74,0.88,18.96082926,8.284612564
Korea (North),2000,94.0405,106.2745,70.8637,15.4156009,7.51923182,0.242012675,82.92008423,2.929471607,6.439211388,1.751742165,12.23402,0,11.36,42.03,1.69,19.64068069,8.199403544
Korea (North),2001,97.1598,109.7241,73.4321,15.78058664,7.629251146,0.317832291,85.56759997,3.312365756,6.512511522,1.767320834,12.56435,0,11.83,43.91,1.55,19.81477837,8.4628216
Korea (North),2002,94.6212,107.2327,70.3427,16.14557239,7.739270471,0.393651908,82.75511571,3.497403904,6.585811655,1.782899503,12.61145,0,11.29,41.9,1.56,19.27887605,8.726239655
Korea (North),2003,96.7083,109.3767,71.879,16.51055814,7.849289797,0.469471524,84.54263144,3.708090053,6.659111789,1.798478172,12.66842,0,11.44,42.92,1.52,19.67297373,8.989657711
Korea (North),2004,98.8368,111.5895,73.4566,16.87554388,7.959309123,0.545291141,86.42014718,3.860152202,6.732411922,1.814056841,12.75275,0,11.67,43.9,1.53,20.06707142,9.253075767
Korea (North),2005,102.5906,115.3729,76.6596,17.24052963,8.069328448,0.621110757,89.96766292,3.997558351,6.805712055,1.82963551,12.78235,0,12.01,46.27,1.29,20.8811691,9.516493823
Korea (North),2006,104.2977,118.4305,78.0504,17.50399503,8.030413072,0.712842532,91.30654031,4.350087197,6.802209738,1.838845385,14.1328,0,11.99,47.39,0.99,21.11216573,9.824374584
Korea (North),2007,91.6193,105.7513,65.0558,17.76746043,7.991497695,0.804574306,78.52541771,4.457128042,6.798707421,1.84805526,14.13202,0,10.13,38.75,1.18,18.33316236,10.13225535
Korea (North),2008,99.0348,113.1762,72.155,18.03092582,7.952582319,0.896306081,85.6642951,4.718056888,6.795205103,1.857265135,14.14136,0,11.21,43.22,1.21,19.58415899,10.44013611
Korea (North),2009,96.7138,110.8577,69.5177,18.29439122,7.913666943,0.988037855,83.23317249,4.832425734,6.791702786,1.86647501,14.14391,0,10.57,41.63,1.3,18.98515562,10.74801687
Korea (North),2010,94.5201,108.6613,67.0077,18.55785662,7.874751567,1.07976963,80.91204988,4.95412258,6.788200469,1.875684885,14.14121,0,10.13,40.05,1.31,18.36615225,11.05589763
Korea (North),2011,92.9614,107.1026,64.82,18.84965692,8.059767935,1.231946036,82.24461124,,6.90128806,1.882145201,14.14121,0,10.33,40.65,1.31,18.68787603,11.26673521
Korea (South),1990,289.423,262.7071,246.0445,28.86927706,13.35196644,1.15722813,239.4563813,23.85521323,14.86129517,11.24006189,-26.71589,6.11,62.81,53.61,43.26,74.30038134,5.476
Korea (South),1991,315.1606,288.4447,271.7106,28.07853397,13.60989977,1.761482368,264.0459735,25.0339658,14.88901185,11.19160497,-26.71589,9.03,74.07,64.19,48.51,72.15289123,5.123082264
Korea (South),1992,342.5766,315.9309,299.0552,27.28779087,13.8678331,2.365736605,286.3055656,30.22113436,14.91672852,11.14314806,-26.64569,11.65,85.62,68.61,53.95,73.35540112,4.770164527
Korea (South),1993,371.3706,344.7952,327.7778,26.49704778,14.12576644,2.969990843,313.1851578,32.13635093,14.9444452,11.09469114,-26.57549,14.25,94.63,76.99,60.85,76.29791101,4.417246791
Korea (South),1994,397.9822,371.4769,354.3179,25.70630469,14.38369977,3.574245081,337.6447499,34.31903949,14.97216188,11.04623422,-26.5053,20.33,105.96,85.41,63.9,78.31042089,4.064329055
Korea (South),1995,429.8584,403.4233,386.1227,24.9155616,14.64163311,4.178499319,366.8743421,36.99636806,14.99987855,10.99777731,-26.4351,23.4,117.59,88.86,71.72,84.99293078,3.711411318
Korea (South),1996,459.0565,432.6916,412.8378,25.07980996,15.09654614,6.042345358,392.0800977,40.86063715,15.17843458,10.94734,-26.3649,28.63,130,94.28,75.58,88.30469977,3.915397957
Korea (South),1997,486.6675,460.3728,437.9658,25.24405833,15.55145917,7.906191397,416.3958534,44.01775424,15.35699061,10.89690268,-26.2947,31.45,148.56,96.48,77.77,89.46646876,4.119384595
Korea (South),1998,425.2107,398.9862,374.026,25.40830669,16.0063722,9.770037436,359.671609,39.14704733,15.53554664,10.84646537,-26.22451,31.64,131.25,88.86,65.12,70.11823775,4.323371234
Korea (South),1999,463.0133,436.8589,409.3455,25.57255506,16.46128523,11.63388348,394.1073646,42.39576442,15.71410267,10.79602806,-26.15431,33.25,139.2,96.4,71.76,82.22000674,4.527357872
Korea (South),2000,519.4125,493.3284,463.2617,25.73680342,16.91619826,13.49772951,446.6231202,46.16110551,15.8926587,10.74559075,-26.08411,32.16,180.15,106.3,77.72,77.72177573,4.731344511
Korea (South),2001,536.2637,504.5943,478.0038,25.9622297,17.14832311,15.14935955,461.0689089,48.70091898,15.72089276,10.77298373,-31.66936,31.41,194.84,105.41,80.86,74.8086286,5.15028029
Korea (South),2002,534.1623,502.5609,473.7932,26.18765598,17.38044795,16.80098958,455.2246975,52.57809246,15.54912682,10.80037671,-31.60135,31.34,188.2,100.22,86.07,75.16548146,5.569216069
Korea (South),2003,541.6493,510.1159,479.171,26.41308226,17.6125728,18.45261961,458.1104862,57.32363393,15.37736088,10.82776969,-31.53333,34.54,193.04,97.78,88.12,73.18233432,5.988151848
Korea (South),2004,562.7888,531.3235,498.2013,26.63850854,17.84469765,20.10424965,479.1262748,57.5917674,15.20559494,10.85516268,-31.46532,36.06,220.67,94.8,88.85,68.39918719,6.407087627
Korea (South),2005,561.4243,530.027,494.7277,26.86393482,18.07682249,21.75587968,478.5420635,56.96588488,15.033829,10.88255566,-31.3973,40.49,225.07,89.52,86.16,70.96604005,6.826023406
Korea (South),2006,571.6782,539.2709,503.5838,27.30199532,18.75093926,22.04149906,486.5332988,59.05210737,15.19162686,10.9111606,-32.40725,42.13,232.95,95.12,86.1,65.12544087,7.237857938
Korea (South),2007,585.9256,553.5887,516.4334,27.74005582,19.42505604,22.32711845,500.6845342,58.96191386,15.34942473,10.93976555,-32.33696,40.29,249.62,91.63,88.47,63.31484169,7.649692471
Korea (South),2008,598.3996,566.133,527.5096,28.17811631,20.09917281,22.61273783,512.4157695,59.49826435,15.50722259,10.96837049,-32.26667,40.44,263,95.93,84.19,61.23424251,8.061527003
Korea (South),2009,612.8853,580.6889,540.5975,28.61617681,20.77328958,22.89835721,526.6870049,59.53631084,15.66502046,10.99697543,-32.19637,37.74,283.14,88.67,85.16,61.24364333,8.473361536
Korea (South),2010,661.6932,629.5671,588.0075,29.05423731,21.44740635,23.18397659,575.9282402,58.89651733,15.82281832,11.02558038,-32.12608,40.64,316.29,99.07,86.76,64.92304415,8.885196068
Korea (South),2011,687.7381,655.612,611.7043,29.17177931,21.9396593,24.92233368,599.3542032,61.49593205,15.83066887,11.04730362,-32.12608,39.95,338.7,102.26,85.6,63.74006183,9.054141407
Kuwait,1990,79.2962,79.2679,30.4557,48.62081121,0.1809611,0.038700682,78.01883798,0.485708682,0.216724475,0.57494986,-0.02834,1.06,20.66,5.09,2.81,0.1611118,49.29772618
Kuwait,1991,91.9759,91.9475,36.1855,55.5622885,0.180213119,0.047875988,91.09267156,0.095507988,0.218498643,0.569231412,-0.02845,0.43,4.78,1.23,1.88,0.051139595,83.15153197
Kuwait,1992,87.3943,87.3657,24.6541,62.50376578,0.179465137,0.057051293,86.28969515,0.320859293,0.220272811,0.563512963,-0.02867,2.2,11.96,6.77,4.49,0.26116739,62.80852776
Kuwait,1993,101.0096,100.9807,31.3194,69.44524307,0.178717156,0.066226598,99.90436873,0.315378598,0.222046979,0.557794514,-0.02889,2.04,16.08,9.08,4.73,0.261195185,69.75317355
Kuwait,1994,113.4488,113.4197,36.8087,76.38672036,0.177969175,0.075401904,112.0891623,0.573705904,0.223821147,0.552076066,-0.02911,2.72,21.13,8.99,4.99,0.28122298,76.69793934
Kuwait,1995,121.5813,121.552,37.9913,83.32819765,0.177221194,0.084577209,119.7638359,1.055537209,0.225595316,0.546357617,-0.02933,2.94,20.69,9.83,5.29,0.311250775,83.64258513
Kuwait,1996,121.3559,121.3263,37.1169,83.90286838,0.190270692,0.145878032,119.3929304,1.142486032,0.247057591,0.563401106,-0.02955,2.91,21,8.5,5.39,0.31100062,84.19192976
Kuwait,1997,123.0531,123.0233,38.1651,84.47753912,0.20332019,0.207178856,121.0003448,1.203786856,0.268519866,0.580444596,-0.02977,3.28,22.28,8,5.64,0.320750465,84.75959438
Kuwait,1998,129.2178,129.1878,43.6808,85.05220986,0.216369688,0.268479679,127.3913593,0.938991679,0.289982141,0.597488085,-0.02999,3.35,26.15,9.85,5.78,0.32050031,85.29085901
Kuwait,1999,134.3908,134.3606,48.2047,85.62688059,0.229419186,0.329780502,132.4205738,1.044260502,0.311444417,0.614531575,-0.03021,3.2,30.88,9.42,5.95,0.330250155,85.84032363
Kuwait,2000,137.4553,137.4248,50.6202,86.20155133,0.242468684,0.391081326,135.5197883,0.980985326,0.332906692,0.631575064,-0.03043,2.58,32.21,10.63,5.96,0.33,86.38978826
Kuwait,2001,145.1433,145.1124,54.4472,89.9285619,0.251236581,0.516234226,143.1709588,0.974234226,0.346554922,0.65150472,-0.03084,2.47,36.44,10.32,6.07,0.34,90.00095884
Kuwait,2002,151.9691,151.938,57.4121,93.65557247,0.260004477,0.641387126,149.5082794,1.429147126,0.360203152,0.671434376,-0.03108,3.05,38.49,10.06,6.45,0.35,94.15827942
Kuwait,2003,160.1874,160.1561,61.7695,97.38258305,0.268772374,0.766540026,157.42868,1.693532026,0.373851383,0.691364031,-0.03131,4.45,37.36,14.11,7.01,0.36,98.58868001
Kuwait,2004,167.551,167.5195,65.2722,101.1095936,0.27754027,0.891692926,164.2588306,2.203404926,0.387499613,0.711293687,-0.03155,4.19,40.16,14.16,7.46,0.37,102.1088306
Kuwait,2005,179.1132,179.0814,72.9734,104.8366042,0.286308167,1.016845826,175.9040812,2.086733826,0.401147843,0.731223343,-0.03178,3.97,44.42,17.21,8.08,0.43,105.7640812
Kuwait,2006,179.0259,179.0211,72.3117,105.2655385,0.293830701,1.154846609,175.6065457,2.250382609,0.4117144,0.757299102,-0.00484,4.27,46.78,13.25,9.16,0.43,105.9865457
Kuwait,2007,178.9576,178.9528,71.6689,105.6944728,0.301353236,1.292847393,175.3535602,2.388383393,0.422280958,0.783374862,-0.00484,4.92,48.24,11.95,9.47,0.46,105.2335602
Kuwait,2008,183.9349,183.9301,76.0718,106.1234071,0.30887577,1.430848177,179.9546948,2.727904177,0.432847515,0.809450621,-0.00484,5.28,51.01,12.46,10.43,0.51,105.5446948
Kuwait,2009,189.5889,189.5841,81.1513,106.5523414,0.316398305,1.56884896,185.7545093,2.56545696,0.443414072,0.835526381,-0.00484,3.61,56.08,11.62,11.61,0.5,105.9445093
Kuwait,2010,191.8835,191.8787,82.8715,106.9812758,0.323920839,1.706849744,187.8744738,2.703457744,0.45398063,0.86160214,-0.00484,3.92,55.28,12.11,13.59,0.52,106.3744738
Kuwait,2011,195.6765,195.6716,86.246,107.1995602,0.330010074,1.900871504,191.2898152,3.022055504,0.462994671,0.891620394,-0.00484,5.42,59.09,13.55,11.55,0.54,106.5598152
Kyrgyzstan,1990,29.877,29.877,23.0605,6.310860192,0.485739062,0.019850357,24.2495724,0.630368058,3.151714854,1.855312,,0.26,3.88,8.28,5.96,4.7186034,1.410969
Kyrgyzstan,1991,26.8549,26.8549,20.716,5.693378573,0.427370319,0.018223292,21.68990557,0.584177657,2.887111123,1.6837322,,0.22,3.88,7.41,4.61,4.566495968,1.2234096
Kyrgyzstan,1992,19.1511,16.6979,13.6896,5.075896953,0.369001576,0.016596226,14.46023874,0.566196226,2.622507393,1.5121524,-2.45324,0.18,2.69,3.32,2.68,4.734388536,1.0358502
Kyrgyzstan,1993,14.8121,12.3474,10.0281,4.458415334,0.310632833,0.014969161,10.7405719,0.363049161,2.357903662,1.3405726,-2.4647,0.05,1.5,2.86,1.56,3.972281104,0.8482908
Kyrgyzstan,1994,10.5844,8.1082,6.4779,3.840933714,0.25226409,0.013342096,7.110905072,0.211198096,2.093299932,1.1689928,-2.47615,0.04,1.17,2.6,0.5,2.180173672,0.6607314
Kyrgyzstan,1995,8.013,5.5253,4.5839,3.223452095,0.193895347,0.011715031,5.01123824,0.165603031,1.828696201,0.997413,-2.48761,0.19,2.18,0.56,1.11,0.68806624,0.473172
Kyrgyzstan,1996,9.121,6.6219,5.7511,3.164724995,0.192936445,0.012188857,6.060369992,0.283324857,1.833469648,0.9438218,-2.49906,0.21,2.45,1.01,1.17,0.981331192,0.4490388
Kyrgyzstan,1997,8.9867,6.4762,5.6761,3.105997895,0.191977543,0.012662684,5.929501744,0.338758684,1.838243094,0.8902306,-2.51052,0.14,2.39,1.05,1.25,0.814596144,0.4249056
Kyrgyzstan,1998,9.2632,6.7412,6.0117,3.047270796,0.191018641,0.01313651,6.218633496,0.36488051,1.84301654,0.8366394,-2.52197,0.16,1.79,1.16,1.21,1.657861096,0.4007724
Kyrgyzstan,1999,7.9527,5.4193,4.7605,2.988543696,0.190059739,0.013610336,5.107765248,0.204138336,1.847789987,0.7830482,-2.53343,0.12,1.71,1.14,1.12,0.761126048,0.3766392
Kyrgyzstan,2000,7.7822,5.2373,4.6492,2.929816596,0.189100837,0.014084163,4.936897,0.263236163,1.852563433,0.729457,-2.54488,0.12,1.99,0.83,0.84,0.924391,0.352506
Kyrgyzstan,2001,7.1162,4.7175,3.9645,2.948200639,0.184079637,0.019471505,4.276106,0.253967505,1.870684075,0.7154902,-2.3987,0.12,1.75,0.62,0.88,0.669169,0.356937
Kyrgyzstan,2002,8.1243,5.715,4.9538,2.966584681,0.179058437,0.024858848,5.245315,0.288666848,1.888804718,0.7015234,-2.40935,0.07,1.61,1.47,0.77,1.033947,0.361368
Kyrgyzstan,2003,8.7666,6.3466,5.5774,2.984968724,0.174037236,0.03024619,5.774524,0.40763819,1.90692536,0.6875566,-2.42,0.1,1.65,1.66,0.93,1.168725,0.365799
Kyrgyzstan,2004,8.7804,6.3497,5.5724,3.003352766,0.169016036,0.035633533,5.713733,0.467985533,1.925046003,0.6735898,-2.43065,0.1,1.64,1.58,1.17,0.953503,0.37023
Kyrgyzstan,2005,8.5604,6.1191,5.3336,3.021736809,0.163994836,0.041020875,5.432942,0.524668875,1.943166645,0.659623,-2.4413,0.15,1.51,1.39,1.13,1.028281,0.374661
Kyrgyzstan,2006,8.4983,-4.631,5.2176,3.072565969,0.165954868,0.042185967,5.263852428,0.569801967,1.995756718,0.668911692,-13.12936,0.38,1.52,1.27,1.16,0.953806825,0.360045603
Kyrgyzstan,2007,9.2065,-4.3248,5.8719,3.123395129,0.167914901,0.043351059,5.824762856,0.655239059,2.048346791,0.678200384,-13.53134,0.85,1.54,1.17,1.78,0.98933265,0.345430206
Kyrgyzstan,2008,9.9768,-3.9565,6.5882,3.174224289,0.169874933,0.044516151,6.545673283,0.652740151,2.100936863,0.687489076,-13.93333,0.73,1.71,1.62,2.01,0.874858474,0.330814809
Kyrgyzstan,2009,8.922,-5.4133,5.4795,3.225053449,0.171834966,0.045681243,5.736583711,0.335137243,2.153526936,0.696777768,-14.33532,0.88,0.96,1.55,2.03,0.880384299,0.316199412
Kyrgyzstan,2010,10.067,-4.6703,6.5704,3.275882609,0.173794998,0.046846335,6.807494139,0.347294335,2.206117009,0.70606646,-14.73731,1.01,1.18,1.99,2.4,0.935910124,0.301584015
Kyrgyzstan,2011,10.2208,-4.5165,6.67,3.325900392,0.176744654,0.048155979,7.225752267,,2.23045273,0.716440048,-14.73731,0.82,1.18,2.17,2.8,0.762494213,0.313258054
Laos,1990,14.2702,33.6948,0.2345,8.985451755,5.049608728,0.000623169,,0.000623169,13.24884951,0.270972538,19.42461,,,,,,0.000288435
Laos,1991,14.3911,33.8156,0.2565,8.996741787,5.13726155,0.000607279,,0.000607279,13.33961054,0.279154438,19.42449,,,,,,0.000288435
Laos,1992,14.5157,33.9421,0.2821,9.00803182,5.224914372,0.00059139,,0.00425539,13.43037157,0.287336339,19.42645,,,,,,0.000288435
Laos,1993,14.6146,34.043,0.2821,9.019321853,5.312567194,0.0005755,,0.0042395,13.5211326,0.295518239,19.42842,,,,,,0.000288435
Laos,1994,14.7318,34.1622,0.3004,9.030611886,5.400220016,0.00055961,,0.00422361,13.61189363,0.303700139,19.43039,,,,,,0.000288435
Laos,1995,14.9077,34.3401,0.3774,9.041901918,5.487872838,0.00054372,,0.00420772,13.70265466,0.311882039,19.43235,,,,,,0.000288435
Laos,1996,14.6941,34.1284,0.5056,8.904513615,5.283229875,0.000726295,,0.041030295,13.33035446,0.321185119,19.43432,,,,,,0.014072814
Laos,1997,14.4878,33.9241,0.6412,8.767125312,5.078586912,0.000908869,,0.041212869,12.95805425,0.330488199,19.43628,,,,,,0.027857194
Laos,1998,14.2229,33.6612,0.7181,8.629737008,4.873943949,0.001091444,,0.041395444,12.58575405,0.339791279,19.43825,,,,,,0.041641574
Laos,1999,14.1192,33.5594,0.9563,8.492348705,4.669300986,0.001274019,,0.041578019,12.21345385,0.349094359,19.44021,,,,,,0.055425954
Laos,2000,13.792,33.2342,0.971,8.354960402,4.464658023,0.001456593,,0.049088593,11.84115365,0.358397439,19.44218,,,,,,0.069210334
Laos,2001,14.9774,34.7812,0.9013,9.011277708,5.062503492,0.002243883,,0.049875883,13.06192399,0.368674064,19.80385,,,,,,0.073844992
Laos,2002,16.5071,36.309,1.1761,9.667595015,5.66034896,0.003031172,,0.123943172,14.28269434,0.378950689,19.80193,,,,,,0.07847965
Laos,2003,17.7144,37.5144,1.1285,10.32391232,6.258194428,0.003818461,,0.128394461,15.50346469,0.389227314,19.8,,,,,,0.083114308
Laos,2004,19.2625,39.0606,1.4216,10.98022963,6.856039896,0.00460575,,0.12918175,16.72423504,0.399503939,19.79807,,,,,,0.087748967
Laos,2005,20.5284,40.3246,1.4326,11.63654693,7.453885364,0.00539304,,0.12996904,17.94500538,0.409780564,19.79615,,,,,,0.092383625
Laos,2006,20.8454,44.3879,1.5792,11.74907253,7.511393144,0.005743239,,0.203599239,18.07630675,0.420034939,23.54254,,,,,,0.094022446
Laos,2007,21.1074,44.612,1.6708,11.86159812,7.568900923,0.006093439,,0.203949439,18.20760811,0.430289314,23.5046,,,,,,0.095661267
Laos,2008,21.3474,44.814,1.7404,11.97412371,7.626408703,0.006443638,,0.204299638,18.33890947,0.440543688,23.46667,,,,,,0.097300089
Laos,2009,21.5874,45.0161,1.81,12.08664931,7.683916482,0.006793838,,0.204649838,18.47021083,0.450798063,23.42873,,,,,,0.09893891
Laos,2010,21.82,45.2108,1.8723,12.1991749,7.741424262,0.007144037,,0.205000037,18.6015122,0.461052437,23.39079,,,,,,0.100577731
Laos,2011,21.504,44.8948,1.4044,12.31136161,7.780502091,0.007753689,,,18.71354214,0.471827105,23.39079,,,,,,0.102496149
Latvia,1990,26.5344,26.5344,18.9342,3.773486033,3.816323819,0.010403758,19.33477072,0.309212906,6.02582082,0.864634564,,1.7,9.75,2.54,3.09,3.680720718,0.27405
Latvia,1991,24.1616,24.1616,17.3327,3.449160643,3.36116353,0.01848468,17.73994358,0.295811838,5.289907161,0.835895367,,0.73,8.75,1.83,2.8,4.09689758,0.263046
Latvia,1992,19.9753,10.4493,13.9179,3.124835254,2.906003241,0.026565603,14.38511644,0.228993985,4.553993502,0.807156171,-9.52594,0.64,7,1.57,2.46,3.103074441,0.252042
Latvia,1993,17.0862,7.504,11.8002,2.800509865,2.450842952,0.034646526,12.3002893,0.189437223,3.818079843,0.778416974,-9.58226,0.74,5.26,1.56,2.29,2.949251303,0.241038
Latvia,1994,14.7055,5.0669,10.1909,2.476184476,1.995682663,0.042727449,10.71546216,0.168200462,3.082166184,0.749677777,-9.63858,0.95,4.42,1.42,2.12,2.525428164,0.230034
Latvia,1995,12.6958,3.0009,8.9526,2.151859086,1.540522374,0.050808371,9.470635026,0.157955701,2.346252525,0.720938581,-9.6949,0.55,4.06,1.35,2.02,1.821605026,0.21903
Latvia,1996,12.7533,3.0078,9.0512,2.109862219,1.520245163,0.071968053,9.488555823,0.237477423,2.282850997,0.744407193,-9.74551,0.4,4.27,1.23,1.99,1.789983823,0.208572
Latvia,1997,12.1519,2.3437,8.4909,2.067865352,1.499967953,0.093127735,8.95647662,0.218071145,2.219449469,0.767875806,-9.80819,0.32,3.79,1.4,1.98,1.58836262,0.198114
Latvia,1998,11.793,1.9282,8.1732,2.025868485,1.479690742,0.114287417,8.534397418,0.301256867,2.156047941,0.791344419,-9.86485,0.14,3.64,1.3,1.96,1.446741418,0.187656
Latvia,1999,10.9587,1.038,7.38,1.983871618,1.459413531,0.135447098,7.902318215,0.138954589,2.092646413,0.814813032,-9.9207,0.12,3.21,1.18,1.92,1.415120215,0.177198
Latvia,2000,10.3576,0.3826,6.82,1.941874751,1.439136321,0.15660678,7.320239012,0.159852311,2.029244885,0.838281644,-9.97506,0.1,2.69,1.03,2.13,1.303499012,0.16674
Latvia,2001,10.8574,8.8847,7.23,1.954198489,1.47795389,0.195250476,7.74816227,0.198478542,2.067063092,0.843698951,-1.97266,0.69,2.6,1,2.52,1.46560547,0.1625568
Latvia,2002,11.0654,9.0907,7.3482,1.966522226,1.51677146,0.233894172,7.746085528,0.365344773,2.1048813,0.849116258,-1.97474,0.72,2.47,1.05,2.6,1.467711928,0.1583736
Latvia,2003,11.3935,9.3652,7.5866,1.978845964,1.55558903,0.272537868,7.964008786,0.422291004,2.142699507,0.854533565,-2.02829,0.71,2.42,1.09,2.74,1.559818386,0.1541904
Latvia,2004,11.4997,9.4432,7.6029,1.991169702,1.5944066,0.311181564,7.991932044,0.457253235,2.180517715,0.859950871,-2.05648,0.77,2.21,1.11,2.88,1.641924844,0.1500072
Latvia,2005,11.6958,9.6071,7.7092,2.003493439,1.633224169,0.34982526,8.119855302,0.492215466,2.218335922,0.865368178,-2.08865,0.98,2.19,1.13,3.01,1.644031302,0.145824
Latvia,2006,12.1996,-2.4764,8.1592,2.007062391,1.63963273,0.393679137,8.573280306,0.536252952,2.226274696,0.863798304,-14.67604,0.81,2.22,1.18,3.32,1.705460964,0.147819342
Latvia,2007,12.5844,-2.2152,8.4902,2.010631343,1.646041291,0.437533014,8.88670531,0.591282437,2.23421347,0.86222843,-14.79964,0.8,2.09,1.19,3.75,1.706890625,0.149814685
Latvia,2008,12.2119,-2.7018,8.0639,2.014200295,1.652449851,0.481386892,8.470130314,0.638983923,2.242152244,0.860658557,-14.91372,0.94,2.04,1.09,3.55,1.638320287,0.151810027
Latvia,2009,11.6943,-3.3368,7.4924,2.017769247,1.658858412,0.525240769,7.733555319,0.851565409,2.250091018,0.859088683,-15.03111,1.16,1.97,0.89,3.1,1.619749949,0.15380537
Latvia,2010,12.8953,-2.2515,8.6396,2.021338199,1.665266972,0.569094646,8.656980323,1.122770894,2.258029792,0.857518809,-15.14678,1.14,2.36,1.18,3.17,1.79117961,0.155800712
Latvia,2011,11.889,-3.2577,7.58,2.018605632,1.670242052,0.620188202,8.166221944,,2.256143711,0.852405782,-15.14678,1.02,2.17,1.02,3.07,1.746526214,0.15969573
Lebanon,1990,8.0931,8.0888,5.907,1.097255758,1.083044952,0.005796776,5.5430528,0.452804776,1.148809455,0.938438455,-0.00428,0.16,2.77,0.32,1.84,0.600876893,0.012175907
Lebanon,1991,9.5461,9.5419,7.327,1.134121111,1.077057988,0.007960649,6.979267904,0.454968649,1.138753365,0.97315783,-0.00428,0.27,3.14,0.55,2.31,0.969527179,0.009740725
Lebanon,1992,9.8896,9.8854,7.6375,1.170986464,1.071071024,0.010124523,6.995483009,0.757580523,1.128697275,1.007877204,-0.00428,0.37,2.59,0.4,3.2,0.798177465,0.007305544
Lebanon,1993,13.9201,13.9159,11.6349,1.207851817,1.06508406,0.012288397,10.25169811,1.507200397,1.118641184,1.042596579,-0.00428,0.41,3.16,0.7,3.73,2.656827751,0.004870363
Lebanon,1994,15.1967,15.1924,12.8784,1.24471717,1.059097096,0.014452271,11.26791322,1.732868271,1.108585094,1.077315953,-0.00428,0.5,3.49,1.15,3.5,3.125478037,0.002435181
